"id","text","receptive"
21,"Having a zero tolerance policy is dangerous because an alleged perpetrator is treated as guilty without any kind of investigation. The matter should be treated as a criminal issue and if they must be taken into police custody then that is sufficient enough to placate the alleged victim's fears. The alleged victim's claim should be treated very seriously and investigated as a criminal matter. Only when sufficient proof has been obtained, then should the alleged victim be removed. ",0.110571800681589
22,"I see your points that we should take in to account the feeling of the victim. I would just point out the people are innocent until proven guilty. We should wait for the facts to be laid out before passing judgment.",-0.643396453286661
23,"People not to do any harm to anybody.",-1.72422887007855
24,"It is important that these issues be brought to light and be addressed.  However, the number of incidents when compared to the amount of interactions and the size of the population is a very small percentage.  The volume given to the problems that occur makes you think every policeman is out shooting every minority they can find.  The problem needs to be addressed in a calm manner.  Protests that can lead to violence and misunderstandings which can happen quickly in today's social media give the problem too much weight.",1.01844947045693
25,"What can people like us do to stop this? I actually believe social media has contributed to helping stop all this. People are getting the word out, they're getting upset, having protests. It's definitely not a bad thing.",0.0885351382334634
26,"I have nothing to say to someone who openly wear blinders for something so obviously in their faces. ",-2.88368708398876
27,"While I can understand this persons viewpoint, my issue is with due process . We can not lean towards a country that punishes people before they are found guilty. If we live in a world of accusations, everyone can be guilty. Everyone can end up being punished.
I do agree that most victims do not lie about being abused, we can not decide that all are truthful , as we hand down perceived justice to an accused abuser.",-0.463502273392481
28,"People like to claim that law enforcement uses excessive force on people of color. Based on what exactly? Perhaps where people of color are, there tends to be more crime. Therefore it would seem to be the case. But it's because of that culture statistically having more crime. Not simply because of color.",-1.03133407932663
29,"I find it interesting that you talk about people carrying technology with them. I would consider this an overexposure of events and less as the issues themselves being ""overblown"". I think to truly answer this question we would have to first come to an understanding of what ""overblown"" means. Does overblown mean an over reaction or an over exposure? Then we could begin to answer the questions fully. ",0.111683286381613
30,"One is too many. Police departments have a responsibility to make absolute sure that the people whom are supposed to be upholding our laws, are doing it in a calm and professional manner. The officers use deadly force far too often. No one should fear for their life by being pulled over for going ten miles over the speed limit. Yet many do. ",-1.71702041732209
31,"There are many people working as police who are not qualified.  I've read newspaper articles about innocent white people being being shot by police, too.  Because I'm not only looking for innocent black people being shot by police, I see the innocent white people who are being shot, also.  I think unqualified policeman are an issue, but I don't see black people being specifically targeted, no.  ",-0.3091118571044
32,"The decision to remove the accused from school is not an emotional one but a logical one. This is done for the protection of the victim. The environment on many campuses is such that there can be no protection offered for the victim in this case. Consider actual statistical data to see just how infrequent false accusations are made. Also consider the statistical data on how many victims of assault are threatened, harassed, and ostracized into silence by their attackers. This must not be allowed.",-1.66867331452299
33,"You are very right in that people need to be protected from such heinous and vile human beings that would do such a thing. On that same note, people also need to be protected from those that would try to ruin someones life by lying about such an act, and also from those that are simply incorrect in their judgments on what happened. This is why we developed courts and trials and rules in order to make it as fair as possible for both sides, not just one. That would lead to anarchy and a lot of innocent people being falsely punished. ",0.249460689570479
34,"There should be a full investigation into the shootings before we come to a conclusion. The media has created this hysteria and automatically bring race into. When was the last time you've heard about a white citizen being shot by a police officer? You haven't because it doesn't fit the media narrative that all white police officers are racist. ",-1.11202191001446
35,"I don't agree that the accused perpetrator should be immediately removed from campus. Our justice system relies on people being innocent until proven guilty. I think there should at least be some kind of probably cause before taking such extreme action.",0.126444816554609
36,"I agree that it depends on the person's personal experience, that is why we should listen to what they have to say. What makes you think that it's being overblown? I think if you can put yourself in their shoes you might feel the anger that they feel. ",-0.795724121025787
37,"I understand how you feel as sexual assault allegations seem to evoke strong feelings in certain people. However we have to keep in mind that this is an allegation. There were other times where we treated allegations against groups society historically lacked sympathy for as proof and acted on them. The results were lynchings. Assuming the accused is found guilty, they should be punished in accordance to their crime. The purpose of the justice system is to ascertain guilt. If you skip that entirely you are no different than an angry mob. I mean even historical mobs at least had enough shame to hide their faces behind white hoods.",-0.0481583580485705
38,"I agree that this unfairly targets male students. It could cause some problems with males being falsley accused and being kicked out of school. You must think about the ""what if"" aspect as well. What if a female really was assaulted and still had to go to class with her attacker.",1.60910446325478
39,"I completely agree that all people deserve dignity and respect. However, a person who will not obey officers or who is out causing trouble needs to be dealt with accordingly. Officers risk their lives every day for these thugs. Have respect and be respected.",-0.84879439678694
40,"The issue of police brutality, and even general misconduct, is certainly an important issue. I agree that the public needs to be aware of possible abuses of authority, particularly as they relate to criminal charges, and scrutinize each individual case. This is especially true in the case of law enforcement. However, past and recent events have shown that the media sensationalizes police misconduct (real, exaggerated, or imagined) when ever the purported victim of said misconduct is a member of a 'protected class'. This creates the impression that certain communities are unfairly targeted and treated harshly for no good reason, up to the point of being denied not only their constitutional rights but also their humanity. Not only does this turn the focus away from the facts on the ground, but it perpetuates a myth that has been used to cover up the results of failed social experiments.",0.13797808998554
41,"I totally agree with you. I believe in non violent encounters. I seriously believe that all officers and the public need to be educated about these situations.",0.630201804900133
42,"I think you are correct in that the media exploits these situations to their benefit.  The media knows that these issues attract people's attention, and causes their ratings to go up.  I also believe the public has a legitimate concern with regards to how the police treat minorities, and I do not think their reactions are overblown.",1.57464624934458
43,"I am completely aware of the reasoning behind your opinion and I could completely agree. I think it is very important to investigate the case not just to be followed and be blinded by our emotions. You made me aware that I reacted very emotionally and that I might hurt another side by reacting this way. 
You are right, better  to be reasonable and without prejudices against the person who is accused",1.51188224103256
44,"I can see your point. Often time when something is replayed either on social media or TV, we react emotionally and we lose context. It can make it difficult to have a dialogue and to ask why something happened.  We cannot find solutions to the problem of excessive use of police force if we are too set in how we perceive things.",-0.814242639544307
45,"I value all human life too. And I value equality. TRUE equality. I'm not saying that white officers wouldn't act in a different way towards non-whites, but the media blows it out proportion and every other day there's something new in a similar way on the news. They want ratings. They want controversy. It feels like people are trying to pit races against other races. The world is going in a VERY stupid direction and people think that diversification is a good thing. In some ways, sure, it can be. But by separating things by race (or any other thing a human can be separated in really) we are only getting farther apart as a species. If this type of trend continues, it WILL have the complete opposite effect that these ""social activists"" think that it will have. ",-1.7601700581626
46,"I agree that innocent people should not be killed, but I most confused about actual numbers because I know that those of a majority population are also killed, or that a minority may be killed by a minority policeman. This is my current understanding and so I would like to know why you think that the amount of coverage has been appropriate, or even needing more. And what action do you suggest be taken to ensure that the innocent are safe from biases and prejudices?",0.421046873054331
47,"Such as previous violent at the same time happy.",-1.61311775896744
48,"I agree everyone lies and it does not matter if you are man or woman. The alleged perpetrator should be given a fair trial. The alleged perpetrator should be removed from campus for safety issues.",-0.816821462671137
49,"I find your points interesting. So you believe it is related to new media rather than classic media. Do you believe classic media plays a role as well?",0.0561277308260631
50,"I feel like there should be more regulations with guns. I feel that cops shouldnt be allowed to kill. Why cant they just injure the individual?",0.24445957146703
51,"False accusations are extremely low, so the chances of the victim making the accusation lightly is slim to none. Secondly, sexual assaults, including rape, put all the women on campus at risk, so the individual needs access restricted until we are sure that the accused is not dangerous. It's a case in which we need to protect the many.",-0.242747388597067
52,"I understand that rioting and subsequent destruction of property by protestors might be upsetting. The call for alleged offending police officers to be immediately terminated or prosecuted is definitely something to consider as it's important these people receive their right to fair, just legal processes. I also understand that media coverage might provide the public with a false idea of how common occurrences are.",-0.406835232136907
53,"I get that you feel that the person needs to be able to defend themselves but they hurt another person on purpose.  This isn't safe for that female or other females around in the area.  You need to stay away from females until you have gone to court to be able to ""defend"" yourself.",-2.22422887007855
54,"You make some really good points.  It must be terrible for a person who is a victim of sexual assault to have to worry about seeing the perpetrator on campus.  I agree with the idea that there should be no chances taken.  All students should feel safe when they are at school.",1.05501624512604
55,"I do not agree at all. As these types of accusations are serious you have to take them as they are..accusations. The person could very well be innocent and then we are going to just destroy their life without being proven guilty? not fair at all.",-1.43704724693745
56,"I agree that the immediate calls for firing the officers without an investigation are misplaced.  However, the reaction stems from systemic racism and the fact that minorities are much more likely to be victims of police violence, regardless of whether their justification for the officers actions or not.  Police intimidation and tactics like stop and frisk have long targeted minority communities without proper probably cause and these communities are tired of dealing with it.  These reactions  are justified and serve to provoke political change.",-0.147575972877646
57,"I get where you're coming from and what you're saying.  Most of the time the police are just doing their jobs.  There is relatively little confrontation in the multiple everyday police-suspect encounters.  It's the really racially charged interactions that the media fixate on.  ",0.574646249344583
58,"A dirty secret that the media does not portray is the ""driving while black"" phenomenon.  I have first-hand knowledge of an African-American who I thought was pulled over much more often than the average white person.  His car was in good running shape, not flashy, yet the police would pull him over two or three times a year.  Maybe to some that's average.  But considering I haven't been pulled over in 15 years, I find it excessive.  When I questioned him he held no hostility towards law enforcement and only reluctant acceptable of the issue.  Now if law enforcement targets blacks while driving, imagine their response when in a more hostile situation.  I have no doubt they're faster on the trigger when engaging African-American suspects. ",-1.44387226917394
59,"I understand your viewpoint. And I agree that the majority of alleged victims are telling the truth.  My problem lies with your statement regarding ""appropriate corrections.""  What are those if the allegation proves to be false?  In the meantime, the student has missed classes and may possibly have to delay their graduation.  Their life is put on hold pending the investigation. ",0.666127356237149
60,"I definitely how you could claim that social media causes a possibly unnecessary backlash to hot button issues like this, but we have to take into account the emotional impact that these kind of news stories have on certain members of the community, whether they be members of minority communities or members of the police force who are feeling as if they are also being attacked for doing their jobs.  The real question is how do we try to bring things back from a less emotional level to a more rational one so that we may adequately analyze the problem and look for solutions that help everyone involved. How can we use social media to change the tone of the conversation so that it can be beneficial rather than hurtful? ",1.01909069378902
61,"I do agree that removing the alleged perpetrator solely on an accusation would be unlawful. I also agree that it could cause potential lawsuits later. But if the accused removes themselves, they might make themselves look guilty by leaving the area. It's best to wait for an investigation by the proper authorities before any actions are taken. ",0.312808166958493
62,"I was in Clayton when Ferguson happened. I can't even begin to tell you how the media moved in and manipulated the events that happened. They began the spin before any facts were actually released. It was incredibly harmful. The suicide rate for young black males involved in the activism events is shocking. ",0.00834846035591062
63,"I agree that the accusation should be taken seriously but I also think that the person accused should have some restraint because the person could just as easily do it to someone else while waiting to be tried for the previous case.  ",-0.594599240448917
64,"I feel the same way about sexual assault it is a very serious infraction. It also a very serious accusation and a person should be proven guilty not assumed guilty. But all people should feel safe until these problems are worked out. Everyone has a right to safety .",0.146141500291823
65,"I don't think this should be a minority issue.  This is a police training issue.  The reason it seems to be more towards minorities is because in reality, that is where most confrontation is, between blacks and police officers.  Minorities resist more and disobey more.  Police in certain jurisdictions are more stressed and under trained. I think folks need to stop dragging color into everything.",-0.89641344440599
66,"I agree that there needs to be an investigation into the allegation prior to making any rash decisions.  It is possible that if people believed rash decisions would be made simply following an allegation that this could be abused and used inappropriately.  I do very much believe that it is important to take the allegations seriously though and to make sure it is thoroughly investigated.",0.572067426217753
67,"True, due process is a fundamental right for both men and women.  However, in cases as sensitive as rape, care should be taken to avoid further harming the alleged victim.  Removing the suspected perpetrator from his or her presence helps to ensure that they are not swayed, influenced, or further threatened.  If a court determines that the alleged victim was lying, action can then be taken against him or her for filing a false police report and/or perjury.",-0.261265907115587
68,"The percentage of incidences involving the police that escalate to violence is indeed quite small and I don't think anybody is trying to say that all police are bad. Just that of the incidences that do escalate to violence, and alarming percentage of them involve afican americans or other persons of color, and of the incidences that escalate to violence that result in death they almost always involve a person of color. This is because police have a very dangerous job and their implicit biases are enhanced and encouraged. The problem is really in the training of the police force, which should work on identify implicit bias and judging it's validity, and should concentrate more on de-escalation safety tactics.",-1.25868708398876
69,"Thank you for sharing your thoughts.  While I completely see your view, I would also say in most instances the police are acting with self-preservation in mind.  While the individual they are having and encounter with may actually be innocent, there is tropically some action taken on their part that leads the officer to believe they are at risk.",1.46072941273687
70,"I understand your point of view, but if someone is being accused of sexual misconduct there should be a short period of removal so the issue can be talked about and find out what steps to take after both people have told their story. If someone is not immediately removed then what message does that send out to others? There needs to be a protocol in place so everyone feels safe and this doesn't cause a hostile environment. And I agree that if the proof is immediate the person should be removed promptly. But, there has to be some type of investigation into the matter while both partys are separated for safety.",1.01651187066219
71,"I do agree. While social media is playing the part of making more people aware of the issue, it is not helping to actually get anything done about it. Most people are seeing it, reacting negatively about it and that is it. They aren't going out and doing anything about it, which is required if we want the problem to be fixed.",0.741312916011243
72,"I can see where you're coming from. The media does tend to exaggerate news in order to create more compelling stories. Its possible that they do broadcast false claims on occasion. ",0.546868471566804
73,"I agree with your statement, I also value human life.  Everyone has a right to dignity and to be able to live without fear. I do have a question though,  What do you feel the police should do when confronted with an armed suspect who seems ready to hurt them.  I myself can not blame them for having a proclivity to self-protection.",1.25438020638766
74,"I completely agree. The courts work on the assumption of innocent until proven guilty, so the campus should work in the same way. If the accuser can get someone removed from campus just through a statement, then this could very well perpetuate the idea that if you don't like someone, or if you have a competitor, then all you need to do is accuse them of sexual assault and they will be removed. This is more than likely to lead to an increase in crying wolf, meaning that the genuine accusations will not be taken as seriously.",-0.0945992404489174
75,"The assertion that innocent until proven guilty is very important in cases like these. While studies have shown that false sexual assault accusations are not common, that does not mean they do not happen. Removing a falsely accused abuser could tarnish their reputation and academic future for no other reason than protecting an alleged victim.",-0.532285342175551
76,"I completely agree with your hypothesis. I do not have a problem with restraining the person accused from attending their courses,as long as if they are proven to be not guilty of this sexual assault crime that they will be able to make up the work in their courses that I missed prior to this accusation. As you said before you must be proven guilty first but you're innocent until that is proven.",0.312808166958493
77,"There are definitely folks out there who are in entirely wrong fields. But when those ""bad fits"" are panicking and murdering people, reducing the issue to ""this happens in any profession"" is really dismissive. Likewise, how many people do you feel need to die before you consider the issue a substantial problem meriting public outrage? This isn't about ratio; one is too many. ",-1.61053893584061
78,"There were                                                                                                                                                               ",-0.121281169273719
79,"Even if the media blows a few isolated incidents out of proportion, if an officer is out of line then they should have proper consequences for their actions. I have witnessed officers who seemed to think their badges made them above the law. An officer who has this mind set is a danger to society and a horrible example for the police force. Regardless of how often it happens we should not allow police officers to be above the law.",-0.777205602507276
80,"Sexual assault is a very serious matter and is especially dire in the beginning of someone's young adult life. The accuser should feel safe and secure after such an incident but how do you accomplish that without completely isolating the accused? The accused could be completely innocent as well like you said, so what do we do with them after the accusation has been made?",0.738734092884413
81,"I am not a minority, and I do not think that the police are as careless as you say.  They don't want to kill anyone.  They will get in trouble and possibly lose their job if they kill someone carelessly.  Why would they want to do that?  Their job is to protect, so if someone is looking or acting like a threat, they have to do what they have to do.",0.52422147622893
82,"I believe this argument is correct. IF the accused if found guilty, then yeah, they should be kept away from others. There are, indeed, false accusations, so until it's proven, it would be a good idea not the just carry on as if the accused is guilty. There is a kind of gray area here, because if the person does turn out to be guilty, the safety of all is of great concern, especially in a smaller space like a campus. Maybe just warnings, with no one's name, should be distributed and displayed around at least.",1.14614150029182
83,"I believe Police are trained well and defending themselves. The victims should be more cooperative and less suspicious and they wouldn't get themselves into harm and danger. If the people, respected the authorities better there would be less issues.",-0.57498487297742
84,"I understand your argument and you raise some good points. I would counter that while this may be true in some situations there is still enough evidence to show that some police departments have a culture around them that encourages the officer's unlawful use of force. While I agree we should not rush to the judgment of the officer's we should also not rush to protect them without having all of the facts. People are people, regardless of position, and are inherently fallible. Both the officer's and suspects should be afforded the rights of all Americans and are innocent until proven guilty. These people have a great deal of authority and even more responsibility. They should be held to the highest standards and be prepared to defend themselves if their actions are viewed as questionable.",-0.161464861766537
85,"If you look at statics the incidents of police brutality is very small.  The media has selectively focused on incidents where there are white officers involved with black criminals.  For the most part, almost all police officers are there to serve and protect the citizens.  I find it very disingenuous of the media to focus in on those rare incidents and drive the narrative that the police are racially motivated.  The media is driving the narrative on the racial issue",-1.44403249202504
86,"It is unfortunate that some people don't realize the severity of this issue. You think that social media makes the issue worse by replaying it. But this does help to bring awareness to the issue at hand. Some people chose to sweep this kind of thing under the rug because of racial biases. I will tell you from personal experience that just for the fact that my husband is black, I have to worry about police violence everyday. He is a pastor and a law abiding citizen but he has been racially profiled and pulled over for no reason on numerous occasions.Same goes for his sister. We need more people to be aware that this is a real issue instead of turning the other way.",-1.96702041732209
87,"I actually agree with you now that I think about it more and have read your thoughts. I believe in being innocent until proven guilty. It is important though that the accused make the move on their own, even if someone has to advise them to do so. This way if the accused doesn't want to leave initially, then maybe they can be talked into leaving.",1.24799335214367
88,"What do you consider a low percentage of incidents. So do we take that number as acceptable? I say any incident is enough to call for review and analysis of police actions.",-1.07350189880357
89,"How would you suggest the person would be given due process in this situation? How do you feel about protecting the alleged victim during this time? I agree with you, any one can lie, gender does not predict ability/nature to lie or tell the truth. We can't just assume someone is lying or telling the truth by their identified gender/sex. ",-0.539043684893357
90,"I'm not so sure about it being overblown or not, but it is a very important issue.  Even though we wish it weren't so, racism still exists in the US and if someone in a position of power kills a minority due to some type of prejudice or pre-assumption about that minority, then that is a very serious problem that needs to be addressed.  Minority communities who have been at the receiving end of discrimination for generations deserve to be outraged whenever something like this happens. Ignoring this problem won't make it go away.",-1.09202041732209
91,"Statistically in most rape cases the victim is telling the truth. We should give every victim the benefit of doubt. I think it's unfair that the victim has to inconvenience herself to get justice. In every sexual assault case the perpetrator should be immediately commissioned for a DNA test and then legal and criminal action should precede from there. ",0.090585944736273
92,"While the media does have a tendency to blow things out of proportion the statistics do paint a different story. Statistics do show that minorities are more likely to be killed during interactions with law enforcement. Additionally the justice system in general is more likely to result in the arrest of a minority compared to their white counterpart. ",-0.342020417322087
93,"I feel like I understand your point. Just because the person is accused doesn't mean that they did anything wrong. I feel like there should be substantial evidence that supports the accusation in order to take any additional action. ",0.757252611402933
94,"People are innocent until proven guilty, so action should not be taken until the accused person is proven guilty. Yes, it is important to make the victim feel safe, but it is also important to prevent people from being punished if they are actually innocent. Though rare, it is possible for someone to be wrongfully accused, and the well being of everyone should be considered.",-0.667205977096181
95,"I understand you saying that no death can be overblown.  But one death also doesn't represent the treatment of all members of a group.  Police encounter thousands of individuals a year.  How often do you think these interactions are based on racism? ",-0.34350339149594
96,"I understand that the media can twist stories the way that they want and report on just a few isolated incidents. But what about the statistics? Statistics don't lie, and anyone who views them can make up their own mind without the media influencing them. ",-0.499427824729497
97,"What do you feel we should do for people whose ancestors have suffered throughout history? Who is to blame and where do we get funds for reparations? Which minorities do you feel are the most affected? I understand that at times it may seem that the police are killing many more minorities than whites, have you seen what socioeconomic factors might influence this? Such as crime and lower income?",-0.19535524334779
98,"I do agree with this statement.  I strongly believe that everyone, even law enforcement, must be diligent when they are in the line of fire.  I know that they are only human and all of them have fears and biases they must overcome. You are right that it is never wrong to report about loss of life.  However, every situation is different and the results and decisions are often wrong. ",1.23057068257814
99,"I definitely do not agree. Most rape accusations go unrecognized by the campus and most rape victims often become victimized themselves, even sometimes  leading to suicide. Plus if the event happened after a party or after a night drinking, most of the time the leaders say that there cannot be substantiated proof and therefor do nothing. I think it is important to remove the assailant immediately so he knows that this behavior will not go unnoticed and will not happen again. ",-1.30756220341188
100,"I agree with you when you say one life is too much. However, I say ""blown out of proportion"" because I believe due to their being more ways to record whenever you want. With that said I believe there is the same amount of problems between blacks and police as there ever was. With the footage available nowadays the media is able to take it and run. Their intention is to stir controversy.",0.24908920109666
101,"I agree, everyone should be given the benefit of doubt, at least until more evidence can be collected. It upsets and angers me that some women are now claiming sexual assault without any just cause. The outcome is that men and women will be much less compassionate and become much more angry, hateful and abusive towards one another. ",-0.816821462671137
102,"I think the most important thing is that we do not consider people guilty until they're proven guilty. The self-claimed victim could be lying - for example: she may have cheated on her significant other, and when they found out about the infidelity, she claimed it was rape to prevent them from breaking up with her. We need to find out all the evidence in a legal trial before kicking someone off campus due to an accusation. If we allowed the guilty until proven innocent kind of policy on campus, people would very easily take advantage of this, like people did during the Salem witch trials in the 1600s.",-0.317999627889831
103,"It is important to make sure the girl feels safe. It is not like the boy is being expelled from school. He just needs to get away from campus until the investigation is complete. If he is innocent, then he shouldn't have to worry.",0.102635292745089
104,"I agree with you, if there is no immediate proof it could prove to be unfair to either a male or female accused of an assault. Removal from campus just for a simple name drop could create an unsafe environment in itself. I agree if there is immediate proof, the person should be removed. Evidence is needed prior to removing people from campus.",0.183178537328863
105,"The media really is a force of power now, more than it was in the past when there were only three tv stations, and only the nightly news reported on incidents. Thus, many of the incidents that happened could not be brought to anyone's attention because there wasn't enough time during the broadcast to report on all incidents. It may not be useful to think in terms of whether public reaction is overblown or not. It may be more useful to talk about whether the public reaction is enriched by all the information about the incident, and whether all sides have been able to have their say about what happened. ",0.616312916011243
106,"I would have to disagree. Although these may be isolated incidents, there is a common theme and trend when it comes to confrontations between the police and minorities. It is happening way too often, which says to me that there is a lack of communication between police and minorities. There is a clear disconnect. ",0.0931647678630932
107,"I agree in that the media tends to exaggerate tension and real-life events in order to achieve a broader outreach with their platform.  However, you state that the ability to record and post events instantly allows for more efficient fact-checking of details.  This ability to allow for a more accurate understanding of events that have already transpired can be a good thing.  One example of this is in holding police officers more accountable for their actions as a dispute can be disproved through bodycam footage.",0.315386990085323
108,"I value your opinion that a person is entitled to a fair due process. I am interested to dig deeper into thought with you on a topic as alarming as sexual assault. While everyone deserves a fair shake, I am interested to talk to you about making sure the alleged victim does not feel like their voice is not being heard.",1.55354890769923
109,"It is the duty of the institution to provide credence to the claims of the victim. Under Title IX, it is the duty of the school to address sexual assault claims, less they be found ""deliberately indifferent"", which could make them liable in a lawsuit by the victim. The school must respond to victim's needs and take action to prepare their students. ",0.0257711299214528
110,"Even though I have a different opinion, I can understand the concerns about police brutality in this country. As proven through American history, minorities have experienced unfair treatment at the hands of police officers. However, let's consider statistics. Overall, white people in this country experience more police brutality than blacks. They are involved in unjust shootings, unnecessary aggression, etc. by the hands of cops. The issue of racial profiling and police brutality absolutely must be addressed, but I also think it's important to consider that maybe it's an issue of retraining law enforcement and not racism.",0.9898299418374
111,"It is much more harmful to the defendant to be accused for a he said she said arguments. I believe that the defendent should be innocent until proven guilty. I believe throwing a man's life away over a false accusation is not worth it.",-0.335339981189657
112,"I think that it's possible that the accused is not guilty, and they should not be punished before it's proven they are guilty. We can't ruin this persons life just because they have been accused of something. We need to wait and find out what happened, and find proof that they're guilty before condemning them.",-0.128744438634651
113,"Media does play a big part in this, and a lot has to do with how they portray these events. That being said, the issue is actually far worse than most people know. This has always been an issue, but we are just now talking about it. It is easy for white people in rural neighborhoods to think this isnt a real problem.",0.500572175270503
